"","WRB","count"
"Sodic Gleysol Hipercalcic","Sodic Gleysol Hipercalcic",1
"Sodic Gleysol Humic","Sodic Gleysol Humic",2
"Sodic Gleysol Molic","Sodic Gleysol Molic",2
"Sodic Gleysol Vertic","Sodic Gleysol Vertic",3
"Sodic Gypsisol Siltic","Sodic Gypsisol Siltic",1
"Sodic Histosol Epileptic","Sodic Histosol Epileptic",2
"Sodic Histosol Fibric","Sodic Histosol Fibric",1
"Sodic Kastanozem Calcic","Sodic Kastanozem Calcic",3
"Sodic Kastanozem Endopetrocalcic","Sodic Kastanozem Endopetrocalcic",2
"Sodic Kastanozem Vertic","Sodic Kastanozem Vertic",1
"Sodic Leptosol Humic","Sodic Leptosol Humic",1
"Sodic Luvisol","Sodic Luvisol",1
"Sodic Luvisol Abruptic","Sodic Luvisol Abruptic",1
"Sodic Luvisol Arenic","Sodic Luvisol Arenic",1
"Sodic Luvisol Aridic","Sodic Luvisol Aridic",1
"Sodic Luvisol Calcaric","Sodic Luvisol Calcaric",4
"Sodic Luvisol Hipocalcic","Sodic Luvisol Hipocalcic",3
"Sodic Luvisol Vertic","Sodic Luvisol Vertic",1
"Sodic Phaeozem Calcaric","Sodic Phaeozem Calcaric",2
"Sodic Phaeozem Epileptic","Sodic Phaeozem Epileptic",1
"Sodic Phaeozem Hipogleyic","Sodic Phaeozem Hipogleyic",1
"Sodic Phaeozem Humic","Sodic Phaeozem Humic",1
"Sodic Phaeozem Luvic","Sodic Phaeozem Luvic",5
"Sodic Phaeozem Vertic","Sodic Phaeozem Vertic",1
"Sodic Planosol","Sodic Planosol",1
"Sodic Regosol","Sodic Regosol",1
"Sodic Regosol Arenic","Sodic Regosol Arenic",7
"Sodic Regosol Aridic","Sodic Regosol Aridic",1
"Sodic Regosol Calcaric","Sodic Regosol Calcaric",2
"Sodic Regosol Hipocalcic","Sodic Regosol Hipocalcic",1
"Sodic Regosol Hipogleyic","Sodic Regosol Hipogleyic",1
"Sodic Regosol Humic","Sodic Regosol Humic",2
"Sodic Regosol Stagnic","Sodic Regosol Stagnic",1
"Sodic Solonchak","Sodic Solonchak",5
"Sodic Solonchak Aridic","Sodic Solonchak Aridic",6
"Sodic Solonchak Calcaric","Sodic Solonchak Calcaric",3
"Sodic Solonchak Calcic","Sodic Solonchak Calcic",2
"Sodic Solonchak Carbonatic","Sodic Solonchak Carbonatic",1
"Sodic Solonchak Endopetrocalcic","Sodic Solonchak Endopetrocalcic",1
"Sodic Solonchak Epipetrogipsic","Sodic Solonchak Epipetrogipsic",1
"Sodic Solonchak Gleyic","Sodic Solonchak Gleyic",2
"Sodic Solonchak Hipersalic","Sodic Solonchak Hipersalic",4
"Sodic Solonchak Humic","Sodic Solonchak Humic",1
"Sodic Solonchak Molic","Sodic Solonchak Molic",2
"Sodic Solonchak Vertic","Sodic Solonchak Vertic",3
"Sodic Vertisol","Sodic Vertisol",3
"Sodic Vertisol Calcaric","Sodic Vertisol Calcaric",10
"Sodic Vertisol Calcic","Sodic Vertisol Calcic",11
"Sodic Vertisol Cromic","Sodic Vertisol Cromic",1
"Sodic Vertisol Hiposalic","Sodic Vertisol Hiposalic",6
"Sodic Vertisol Humic","Sodic Vertisol Humic",1
"Sodic Vertisol Mazic","Sodic Vertisol Mazic",1
"Sodic,Calcaric Cambisol","Sodic,Calcaric Cambisol",1
"Sodic,Calcic Luvisol Rhodic","Sodic,Calcic Luvisol Rhodic",1
"Sodic,Calcic,Hyposodi,Stagnic,Calcic Vertisol Manganiferric","Sodic,Calcic,Hyposodi,Stagnic,Calcic Vertisol Manganiferric",1
"Sodic,Endogleyic Fluvisol","Sodic,Endogleyic Fluvisol",1
"Sodic,Endosalic Calcisol","Sodic,Endosalic Calcisol",1
"Sodic,Endosalic Gypsisol","Sodic,Endosalic Gypsisol",1
"Sodic,Endosalic Gypsisol Calcic","Sodic,Endosalic Gypsisol Calcic",1
"Sodic,Epigleyic Fluvisol","Sodic,Epigleyic Fluvisol",1
"Sodic,Hyposalic Vertisol Gypsiric","Sodic,Hyposalic Vertisol Gypsiric",1
"Sodic,Hyposalic Vertisol Pellic","Sodic,Hyposalic Vertisol Pellic",1
"Sodic,Mollic Cambisol","Sodic,Mollic Cambisol",1
"Sodic,Puffic,Gypsic,Gypsi Solonchak Sodic,Chloridic,Takyric,Takyric,Chloridic","Sodic,Puffic,Gypsic,Gypsi Solonchak Sodic,Chloridic,Takyric,Takyric,Chloridic",1
"Sodic,Salic Fluvisol","Sodic,Salic Fluvisol",1
"Sodic,Salic Vertisol Calcaric","Sodic,Salic Vertisol Calcaric",1
"Sodic,Vertic Cambisol","Sodic,Vertic Cambisol",1
"Solodic Planosol","Solodic Planosol",1
"Solodic,Albic,Calcari Planosol Albic,Calcaric,Clayic","Solodic,Albic,Calcari Planosol Albic,Calcaric,Clayic",1
"Solonchack","Solonchack",1
"Solonchak","Solonchak",260
"Solonetz","Solonetz",284
"Solonetz Epigleyic","Solonetz Epigleyic",1
"Solonetz Vertic,Gleyic","Solonetz Vertic,Gleyic",1
"Stagnic Cambisol Humic","Stagnic Cambisol Humic",2
"Stagnic Fluvisol Eutric","Stagnic Fluvisol Eutric",1
"Stagnic Fluvisol Hiperdistric","Stagnic Fluvisol Hiperdistric",1
"Stagnic Fluvisol Hiposodic","Stagnic Fluvisol Hiposodic",1
"Stagnic Luvisol","Stagnic Luvisol",3
"Stagnic Luvisol Ferric","Stagnic Luvisol Ferric",1
"Stagnic Luvisol Humic","Stagnic Luvisol Humic",2
"Stagnic Phaeozem","Stagnic Phaeozem",1
"Stagnic Phaeozem Humic","Stagnic Phaeozem Humic",1
"Stagnic Phaeozem Pachic,Clayic","Stagnic Phaeozem Pachic,Clayic",1
"Stagnic Solonchak","Stagnic Solonchak",1
"Stagnic Solonetz Abruptic,Magnesic,Clayic","Stagnic Solonetz Abruptic,Magnesic,Clayic",1
"Stagnic Umbrisol Humic","Stagnic Umbrisol Humic",2
"Stagnic,Alumi Albeluvisol Abruptic","Stagnic,Alumi Albeluvisol Abruptic",1
"Stagnic,Calcic Luvisol","Stagnic,Calcic Luvisol",1
"Stagnic,Calcic Solonetz","Stagnic,Calcic Solonetz",1
"Stagnic,Cutani Luvisol","Stagnic,Cutani Luvisol",1
"Stagnic,Endostagnic,Rhodi Luvisol Ferric,Rhodic","Stagnic,Endostagnic,Rhodi Luvisol Ferric,Rhodic",1
"Stagnic,Ferri Luvisol","Stagnic,Ferri Luvisol",1
"Stagnic,Ferri Luvisol Chromic","Stagnic,Ferri Luvisol Chromic",1
"Stagnic,Fragi Luvisol Chromic,Cutanic","Stagnic,Fragi Luvisol Chromic,Cutanic",1
"Stagnic,Haplic,Calcari Cambisol Anthric","Stagnic,Haplic,Calcari Cambisol Anthric",1
"Stagnic,Haplic,Calcari Cambisol Calcaric,Siltic","Stagnic,Haplic,Calcari Cambisol Calcaric,Siltic",1
"Stagnic,Histi Podzol Placic","Stagnic,Histi Podzol Placic",1
"Stagnic,Hyperdystri Cambisol","Stagnic,Hyperdystri Cambisol",1
"Stagnic,Magnesic,Stagni Solonetz Albic,Abruptic,Albic,Magnesic","Stagnic,Magnesic,Stagni Solonetz Albic,Abruptic,Albic,Magnesic",1
"Stagnic,Magnesic,Stagni Solonetz Albic,Abruptic,Magnesic,Albic","Stagnic,Magnesic,Stagni Solonetz Albic,Abruptic,Magnesic,Albic",2
"Stagnic,Mazic,Stagni Solonetz Albic,Abruptic,Magnesic,Albic","Stagnic,Mazic,Stagni Solonetz Albic,Abruptic,Magnesic,Albic",1
"Stagnic,Salic Solonetz","Stagnic,Salic Solonetz",1
"Stagnic,Stagnic,Ferri Albeluvisol Ferric,Hyperdystric,Siltic,Siltic","Stagnic,Stagnic,Ferri Albeluvisol Ferric,Hyperdystric,Siltic,Siltic",1
"Stagnic,Stagnic,Humi Solonetz Humic","Stagnic,Stagnic,Humi Solonetz Humic",1
"Stagnic,Stagnic,Lixic,Endoeutri Plinthosol Abruptic,Abruptic","Stagnic,Stagnic,Lixic,Endoeutri Plinthosol Abruptic,Abruptic",1
"Stagnosol","Stagnosol",82
"Takiric Cambisol Aridic","Takiric Cambisol Aridic",1
"Tefric Arenosol Hiperalbic","Tefric Arenosol Hiperalbic",1
"Tefric Arenosol Protic","Tefric Arenosol Protic",1
"Terric,Terric Anthrosol Hypereutric,Siltic","Terric,Terric Anthrosol Hypereutric,Siltic",1
"Thaptoplinthic Luvisol","Thaptoplinthic Luvisol",1
"Tidalic,Salic Fluvisol Thionic,Sodic,Siltic","Tidalic,Salic Fluvisol Thionic,Sodic,Siltic",1
"Turbic,Gleyi Cryosol Stagnic","Turbic,Gleyi Cryosol Stagnic",1
"Umbric Acrisol","Umbric Acrisol",7
"Umbric Acrisol Humic","Umbric Acrisol Humic",1
"Umbric Andosol","Umbric Andosol",2
"Umbric Andosol Endoesqueletic","Umbric Andosol Endoesqueletic",1
"Umbric Andosol Esqueletic","Umbric Andosol Esqueletic",1
"Umbric Andosol Luvic","Umbric Andosol Luvic",1
"Umbric Andosol Paquic","Umbric Andosol Paquic",4
"Umbric Ferralsol","Umbric Ferralsol",2
"Umbric Fluvisol","Umbric Fluvisol",2
"Umbric Fluvisol Distric","Umbric Fluvisol Distric",1
"Umbric Fluvisol Dystric,Siltic","Umbric Fluvisol Dystric,Siltic",1
"Umbric Gleysol","Umbric Gleysol",2
"Umbric Gleysol Alumic,Clayic","Umbric Gleysol Alumic,Clayic",1
"Umbric Leptosol","Umbric Leptosol",1
"Umbric Leptosol Calcaric","Umbric Leptosol Calcaric",1
"Umbric Leptosol Humic","Umbric Leptosol Humic",1
"Umbric Luvisol","Umbric Luvisol",1
"Umbric Luvisol Abruptic","Umbric Luvisol Abruptic",1
"Umbric Luvisol Cromic","Umbric Luvisol Cromic",2
"Umbric Luvisol Cutanic","Umbric Luvisol Cutanic",3
"Umbric Luvisol Hiperdistric","Umbric Luvisol Hiperdistric",1
"Umbric Luvisol Humic","Umbric Luvisol Humic",3
"Umbric Nitisol","Umbric Nitisol",3
"Umbric Nitisol Hiperdistric","Umbric Nitisol Hiperdistric",1
"Umbric Plinthosol Abruptic","Umbric Plinthosol Abruptic",1
"Umbric,Acric Ferralsol","Umbric,Acric Ferralsol",3
"Umbric,Cambic,Humi Plinthosol Humic,Hyperdystric,Clayic,Chromic","Umbric,Cambic,Humi Plinthosol Humic,Hyperdystric,Clayic,Chromic",1
"Umbric,Carbic Podzol","Umbric,Carbic Podzol",1
"Umbric,Cutanic,Umbric,Humi Acrisol Humic,Clayic,Chromic,Rhodic","Umbric,Cutanic,Umbric,Humi Acrisol Humic,Clayic,Chromic,Rhodic",1
"Umbric,Endostagni Acrisol Abruptic,Ferric","Umbric,Endostagni Acrisol Abruptic,Ferric",1
"Umbric,Ferralic Nitisol","Umbric,Ferralic Nitisol",1
"Umbric,Humic Acrisol","Umbric,Humic Acrisol",3
"Umbric,Humic Ferralsol","Umbric,Humic Ferralsol",2
"Umbric,Paraplinthic Acrisol","Umbric,Paraplinthic Acrisol",1
"Umbric,Pisoplinthic Alisol","Umbric,Pisoplinthic Alisol",1
"Umbric,Umbric,Albi Plinthosol Albic,Alumic,Humic,Humic,Alumic","Umbric,Umbric,Albi Plinthosol Albic,Alumic,Humic,Humic,Alumic",1
"Umbric,Umbric,Humi Nitisol Humic,Hyperdystric,Profondic,Clayic","Umbric,Umbric,Humi Nitisol Humic,Hyperdystric,Profondic,Clayic",1
"Umbric,Umbrihumic,Alumi Ferralsol Humic,Alumic,Clayic,Rhodic","Umbric,Umbrihumic,Alumi Ferralsol Humic,Alumic,Clayic,Rhodic",1
"Umbric,Vetic Nitisol","Umbric,Vetic Nitisol",1
"Umbric,Vetic,Veti,Umbric Ferralsol Alumic,Clayic,Alumic,Rhodic,Rhodic","Umbric,Vetic,Veti,Umbric Ferralsol Alumic,Clayic,Alumic,Rhodic,Rhodic",1
"Umbric,Vitric Andosol","Umbric,Vitric Andosol",1
"Umbrihumic Acrisol","Umbrihumic Acrisol",5
"Umbrihumic Acrisol Abruptic","Umbrihumic Acrisol Abruptic",1
"Umbrihumic Acrisol Cromic","Umbrihumic Acrisol Cromic",2
"Umbrihumic Acrisol Epidistric","Umbrihumic Acrisol Epidistric",1
"Umbrihumic Andosol Hiperdistric","Umbrihumic Andosol Hiperdistric",2
"Umbrihumic Ferralsol","Umbrihumic Ferralsol",1
"Umbrihumic Leptosol","Umbrihumic Leptosol",4
"Umbrihumic Luvisol","Umbrihumic Luvisol",2
"Umbrihumic Luvisol Abruptic","Umbrihumic Luvisol Abruptic",2
"Umbrihumic Luvisol Cromic","Umbrihumic Luvisol Cromic",1
"Umbrihumic Luvisol Cutanic","Umbrihumic Luvisol Cutanic",1
"Umbrihumic Luvisol Endoesqueletic","Umbrihumic Luvisol Endoesqueletic",1
"Umbrihumic Luvisol Hiperdistric","Umbrihumic Luvisol Hiperdistric",3
"Umbrihumic Luvisol Profondic","Umbrihumic Luvisol Profondic",4
"Umbrihumic Plinthosol","Umbrihumic Plinthosol",1
"Umbrihumic,Umbric,Alumi Ferralsol Humic,Alumic,Clayic","Umbrihumic,Umbric,Alumi Ferralsol Humic,Alumic,Clayic",1
"Umbrihumic,Umbric,Alumi Ferralsol Humic,Alumic,Clayic,Hyperdystric","Umbrihumic,Umbric,Alumi Ferralsol Humic,Alumic,Clayic,Hyperdystric",1
"Umbrisol","Umbrisol",427
"Vermic,calcic horizon,Silti,Endofluvic,Calcic Chernozem Sodic,Pachic,Vermic,Siltic","Vermic,calcic horizon,Silti,Endofluvic,Calcic Chernozem Sodic,Pachic,Vermic,Siltic",1
"Vermic,Pachic,Silti Phaeozem Pachic,Siltic,Vermic","Vermic,Pachic,Silti Phaeozem Pachic,Siltic,Vermic",1
"Vertic Calcisol","Vertic Calcisol",4
"Vertic Calcisol Aridic","Vertic Calcisol Aridic",2
"Vertic Calcisol Clayic,Aridic","Vertic Calcisol Clayic,Aridic",4
"Vertic Calcisol Endogleyic","Vertic Calcisol Endogleyic",1
"Vertic Calcisol Hiposodic","Vertic Calcisol Hiposodic",1
"Vertic Calcisol Humic","Vertic Calcisol Humic",1
"Vertic Cambisol","Vertic Cambisol",7
"Vertic Cambisol Calcaric","Vertic Cambisol Calcaric",3
"Vertic Cambisol Hipocalcic","Vertic Cambisol Hipocalcic",1
"Vertic Cambisol Hiposodic","Vertic Cambisol Hiposodic",1
"Vertic Cambisol Humic","Vertic Cambisol Humic",1
"Vertic Chernozem Calcic","Vertic Chernozem Calcic",10
"Vertic Chernozem Hipercalcic","Vertic Chernozem Hipercalcic",1
"Vertic Chernozem Hipocalcic","Vertic Chernozem Hipocalcic",1
"Vertic Chernozem Orticalcic","Vertic Chernozem Orticalcic",1
"Vertic Gleysol Calcaric","Vertic Gleysol Calcaric",2
"Vertic Gleysol Calcic","Vertic Gleysol Calcic",1
"Vertic Gleysol Distric","Vertic Gleysol Distric",1
"Vertic Gleysol Epiplintic","Vertic Gleysol Epiplintic",1
"Vertic Gleysol Eutric","Vertic Gleysol Eutric",1
"Vertic Gleysol Hiposodic","Vertic Gleysol Hiposodic",1
"Vertic Gleysol Humic","Vertic Gleysol Humic",8
"Vertic Gleysol Molic","Vertic Gleysol Molic",1
"Vertic Gleysol Plintic","Vertic Gleysol Plintic",1
"Vertic Gleysol Siltic","Vertic Gleysol Siltic",1
"Vertic Gleysol Stagnic","Vertic Gleysol Stagnic",2
"Vertic Gypsisol Hiposodic","Vertic Gypsisol Hiposodic",1
"Vertic Kastanozem Calcic","Vertic Kastanozem Calcic",2
"Vertic Kastanozem Hipocalcic","Vertic Kastanozem Hipocalcic",1
"Vertic Luvisol","Vertic Luvisol",12
"Vertic Luvisol Abruptic","Vertic Luvisol Abruptic",5
"Vertic Luvisol Albic","Vertic Luvisol Albic",1
"Vertic Luvisol Aridic","Vertic Luvisol Aridic",1
"Vertic Luvisol Cromic","Vertic Luvisol Cromic",2
"Vertic Luvisol Cutanic","Vertic Luvisol Cutanic",1
"Vertic Luvisol Endogleyic","Vertic Luvisol Endogleyic",1
"Vertic Luvisol Endosodic","Vertic Luvisol Endosodic",1
"Vertic Luvisol Epiesqueletic","Vertic Luvisol Epiesqueletic",1
"Vertic Luvisol Esqueletic","Vertic Luvisol Esqueletic",1
"Vertic Luvisol Hiperdistric","Vertic Luvisol Hiperdistric",1
"Vertic Luvisol Hipocalcic","Vertic Luvisol Hipocalcic",2
"Vertic Luvisol Hiposodic","Vertic Luvisol Hiposodic",2
"Vertic Luvisol Humic","Vertic Luvisol Humic",3
"Vertic Luvisol Profondic","Vertic Luvisol Profondic",2
"Vertic Luvisol Stagnic","Vertic Luvisol Stagnic",1
"Vertic Luvisol Umbric","Vertic Luvisol Umbric",2
"Vertic Phaeozem","Vertic Phaeozem",1
"Vertic Phaeozem Calcaric","Vertic Phaeozem Calcaric",2
"Vertic Phaeozem Endogleyic","Vertic Phaeozem Endogleyic",1
"Vertic Phaeozem Esqueletic","Vertic Phaeozem Esqueletic",1
"Vertic Phaeozem Gleyic","Vertic Phaeozem Gleyic",1
"Vertic Phaeozem Hiposodic","Vertic Phaeozem Hiposodic",2
"Vertic Phaeozem Humic","Vertic Phaeozem Humic",3
"Vertic Phaeozem Luvic","Vertic Phaeozem Luvic",5
"Vertic Phaeozem Siltic","Vertic Phaeozem Siltic",1
"Vertic Planosol Luvic","Vertic Planosol Luvic",1
"Vertic Planosol Molic","Vertic Planosol Molic",1
"Vertic Planosol Sodic","Vertic Planosol Sodic",1
"Vertic Solonetz Alcalic","Vertic Solonetz Alcalic",2
"Vertic Solonetz Gleyic","Vertic Solonetz Gleyic",2
"Vertic,Chromic Luvisol Humic,Hypereutric,Endoskeletic","Vertic,Chromic Luvisol Humic,Hypereutric,Endoskeletic",1
"Vertic,Gleyic Luvisol","Vertic,Gleyic Luvisol",1
"Vertic,Leptic Cambisol","Vertic,Leptic Cambisol",1
"Vertic,Leptic Cambisol Calcaric","Vertic,Leptic Cambisol Calcaric",1
"Vertic,Petric Calcisol Clayic,Aridic","Vertic,Petric Calcisol Clayic,Aridic",1
"Vertic,Sodic Calcisol","Vertic,Sodic Calcisol",1
"Vertic,Umbric Fluvisol","Vertic,Umbric Fluvisol",1
"Vertic,Vertic,Gleyi,Gleyic,Luvic Phaeozem Luvic","Vertic,Vertic,Gleyi,Gleyic,Luvic Phaeozem Luvic",1
"Vertic,Vertic,Hyperochri Luvisol Hypereutric,Hyperochric","Vertic,Vertic,Hyperochri Luvisol Hypereutric,Hyperochric",1
"Vertic,Vertic,Molli,Mollic,Stagnic Solonetz Stagnic","Vertic,Vertic,Molli,Mollic,Stagnic Solonetz Stagnic",1
"Vertic,Vertic,Molli,Stagnic,Mollic Solonetz Abruptic,Clayic,calcic horizon,Stagnic","Vertic,Vertic,Molli,Stagnic,Mollic Solonetz Abruptic,Clayic,calcic horizon,Stagnic",1
"Vertisol","Vertisol",1651
"Vertisol Pellic,Eutric","Vertisol Pellic,Eutric",1
"Vetic Acrisol","Vetic Acrisol",6
"Vetic Acrisol Alumic,Hyperdystric,Profondic,Clayic","Vetic Acrisol Alumic,Hyperdystric,Profondic,Clayic",1
"Vetic Acrisol Hyperdystric,Clayic,Chromic","Vetic Acrisol Hyperdystric,Clayic,Chromic",1
"Vetic Ferralsol","Vetic Ferralsol",1
"Vetic Ferralsol Alumic,Clayic,Xanthic","Vetic Ferralsol Alumic,Clayic,Xanthic",2
"Vetic Ferralsol Alumic,Hyperdystric,Rhodic","Vetic Ferralsol Alumic,Hyperdystric,Rhodic",1
"Vetic Ferralsol Alumic,Hyperdystric,Xanthic","Vetic Ferralsol Alumic,Hyperdystric,Xanthic",1
"Vetic Ferralsol Humic,Alumic,Clayic","Vetic Ferralsol Humic,Alumic,Clayic",1
"Vetic Ferralsol Hyperdystric,Clayic,Rhodic","Vetic Ferralsol Hyperdystric,Clayic,Rhodic",1
"Vetic Lixisol","Vetic Lixisol",1
"Vetic Plinthosol","Vetic Plinthosol",1
"Vetic,Acric Ferralsol","Vetic,Acric Ferralsol",11
"Vetic,Acric Ferralsol Alumic,Hyperdystric,Xanthic","Vetic,Acric Ferralsol Alumic,Hyperdystric,Xanthic",1
"Vetic,Acric Ferralsol Dystric","Vetic,Acric Ferralsol Dystric",1
"Vetic,Acric Ferralsol Hyperdystric,Clayic","Vetic,Acric Ferralsol Hyperdystric,Clayic",1
"Vetic,Acric Ferralsol Rhodic","Vetic,Acric Ferralsol Rhodic",1
"Vetic,Acric,Acric,Albi Plinthosol Albic,Hyperdystric,Abruptic","Vetic,Acric,Acric,Albi Plinthosol Albic,Hyperdystric,Abruptic",1
"Vetic,Acric,Acric,Veti Ferralsol Alumic,Xanthic,Alumic,Xanthic","Vetic,Acric,Acric,Veti Ferralsol Alumic,Xanthic,Alumic,Xanthic",1
"Vetic,Acric,Umbric Nitisol","Vetic,Acric,Umbric Nitisol",1
"Vetic,Albic,Veti,Cutanic Lixisol Albic,Clayic,Abruptic,Chromic,Chromic","Vetic,Albic,Veti,Cutanic Lixisol Albic,Clayic,Abruptic,Chromic,Chromic",1
"Vetic,Alic Nitisol","Vetic,Alic Nitisol",1
"Vetic,Arenic Ferralsol","Vetic,Arenic Ferralsol",1
"Vetic,Ferralic,Acric Nitisol","Vetic,Ferralic,Acric Nitisol",1
"Vetic,Ferralic,Acric,Umbric Nitisol","Vetic,Ferralic,Acric,Umbric Nitisol",1
"Vetic,Geric,Alumi Ferralsol Alumic,Clayic,Rhodic,Rhodic","Vetic,Geric,Alumi Ferralsol Alumic,Clayic,Rhodic,Rhodic",1
"Vetic,Humic Ferralsol","Vetic,Humic Ferralsol",1
"Vetic,Hyperferralic,Chromi Cambisol Alumic,Hyperdystric,Hyperdystric,Xanthic","Vetic,Hyperferralic,Chromi Cambisol Alumic,Hyperdystric,Hyperdystric,Xanthic",1
"Vetic,Lixic Ferralsol Eutric,Clayic","Vetic,Lixic Ferralsol Eutric,Clayic",1
"Vetic,Nitic Acrisol","Vetic,Nitic Acrisol",1
"Vetic,Pisoplinthic,Cutanic,Veti,Pisoplinthic Acrisol Chromic,Chromic","Vetic,Pisoplinthic,Cutanic,Veti,Pisoplinthic Acrisol Chromic,Chromic",1
"Vetic,Pisoplinthic,Pisoplinthic,Veti Acrisol Hyperdystric,Profondic,Clayic,Profondic,Hyperdystric","Vetic,Pisoplinthic,Pisoplinthic,Veti Acrisol Hyperdystric,Profondic,Clayic,Profondic,Hyperdystric",1
"Vetic,Pisoplinthic,Veti,Cutanic,Pisoplinthic Acrisol Hyperdystric,Profondic,Clayic,Hyperdystric","Vetic,Pisoplinthic,Veti,Cutanic,Pisoplinthic Acrisol Hyperdystric,Profondic,Clayic,Hyperdystric",1
"Vetic,Plinthic,Stagni,Plinthic,Stagnic Acrisol Hyperdystric,Profondic,Vetic,Clayic,Hyperdystric","Vetic,Plinthic,Stagni,Plinthic,Stagnic Acrisol Hyperdystric,Profondic,Vetic,Clayic,Hyperdystric",1
"Vetic,Plinthic,Veti,Cutanic,Plinthic Acrisol Ferric,Hyperdystric,Profondic,Hyperferric,Hyperdystric","Vetic,Plinthic,Veti,Cutanic,Plinthic Acrisol Ferric,Hyperdystric,Profondic,Hyperferric,Hyperdystric",1
"Vetic,Profondic Acrisol","Vetic,Profondic Acrisol",1
"Vetic,Umbric Acrisol","Vetic,Umbric Acrisol",1
"Vetic,Umbric Nitisol","Vetic,Umbric Nitisol",1
"Vetic,Vetic,Alumi Ferralsol Alumic,Epidystric","Vetic,Vetic,Alumi Ferralsol Alumic,Epidystric",1
"Vetic,Vetic,Profondi Acrisol Alumic,Profondic,Clayic,Alumic,Rhodic,Rhodic","Vetic,Vetic,Profondi Acrisol Alumic,Profondic,Clayic,Alumic,Rhodic,Rhodic",1
"Vetic,Vetic,Profondi,Cutanic Lixisol Profondic,Clayic,Chromic,Chromic","Vetic,Vetic,Profondi,Cutanic Lixisol Profondic,Clayic,Chromic,Chromic",1
"Vitric Andosol","Vitric Andosol",7
"Vitric Andosol Hiperdistric","Vitric Andosol Hiperdistric",1
"Vitric Andosol Luvic","Vitric Andosol Luvic",3
"Vitric Andosol Molic","Vitric Andosol Molic",1
"Vitric Andosol Umbric","Vitric Andosol Umbric",4
"Vitric Cambisol Humic","Vitric Cambisol Humic",1
"Vitric Lixisol Clayic,Chromic","Vitric Lixisol Clayic,Chromic",1
"Vitric,Endovitric,Pachi Phaeozem Pachic","Vitric,Endovitric,Pachi Phaeozem Pachic",1
"Vitric,Epidystri Andosol Endoeutric","Vitric,Epidystri Andosol Endoeutric",1
"Vitric,Hyperskeleti Leptosol Eutric","Vitric,Hyperskeleti Leptosol Eutric",1
"Vitric,Mollic Andosol","Vitric,Mollic Andosol",1
"Vitric,Silandic,Mollic Andosol Eutric,Thixotropic,Siltic","Vitric,Silandic,Mollic Andosol Eutric,Thixotropic,Siltic",1
"Vitric,Vitric,Aluandic,Pachi,Umbric Andosol Dystric,Umbric,Dystric","Vitric,Vitric,Aluandic,Pachi,Umbric Andosol Dystric,Umbric,Dystric",1
"Vitric,Vitric,Calcari Andosol Calcaric","Vitric,Vitric,Calcari Andosol Calcaric",1
"Vitric,Vitric,Calcari Andosol Calcaric,Siltic","Vitric,Vitric,Calcari Andosol Calcaric,Siltic",1
"Vitric,Vitric,Dystri,Aluandic Andosol Hyperdystric,Clayic","Vitric,Vitric,Dystri,Aluandic Andosol Hyperdystric,Clayic",1
"Vitric,Vitric,Epileptic,Molli,Mollic Andosol Arenic,Epileptic","Vitric,Vitric,Epileptic,Molli,Mollic Andosol Arenic,Epileptic",1
"Vitric,Vitric,Humi,Gleyic Andosol Hypereutric,Siltic,Hypereutric","Vitric,Vitric,Humi,Gleyic Andosol Hypereutric,Siltic,Hypereutric",1
"Vitric,Vitric,Hyperdystri Andosol Hyperdystric","Vitric,Vitric,Hyperdystri Andosol Hyperdystric",1
"Vitric,Vitric,Luvic,Luvi Phaeozem","Vitric,Vitric,Luvic,Luvi Phaeozem",1
"Vitric,Vitric,Molli,Mollic Andosol Calcaric,Calcaric","Vitric,Vitric,Molli,Mollic Andosol Calcaric,Calcaric",1
"Vitric,Vitric,Molli,Mollic,Petroduric Andosol Calcaric,Petroduric,Calcaric","Vitric,Vitric,Molli,Mollic,Petroduric Andosol Calcaric,Petroduric,Calcaric",1
"Vitric,Vitric,Mollic,Molli Andosol","Vitric,Vitric,Mollic,Molli Andosol",1
"Vitric,Vitric,Mollic,Molli Andosol Clayic","Vitric,Vitric,Mollic,Molli Andosol Clayic",1
"Vitric,Vitric,Mollic,Pachi Andosol Eutric,Mollic,Eutric","Vitric,Vitric,Mollic,Pachi Andosol Eutric,Mollic,Eutric",1
"Vitric,Vitric,Pachi,Aluandic,Umbric Andosol Dystric,Umbric,Dystric","Vitric,Vitric,Pachi,Aluandic,Umbric Andosol Dystric,Umbric,Dystric",1
"Vitric,Vitric,Pachi,Umbric Andosol Acroxic,Hyperdystric,Umbric,Acroxic","Vitric,Vitric,Pachi,Umbric Andosol Acroxic,Hyperdystric,Umbric,Acroxic",1
"Vitric,Vitric,Pachi,Umbric Andosol Endoskeletic,Umbric,Endoskeletic","Vitric,Vitric,Pachi,Umbric Andosol Endoskeletic,Umbric,Endoskeletic",1
"Vitric,Vitric,Silandic,Molli,Mollic Andosol Calcaric,Siltic,Calcaric","Vitric,Vitric,Silandic,Molli,Mollic Andosol Calcaric,Siltic,Calcaric",1
"Vitric,Vitric,Silandic,Sili,Umbric Andosol Hyperdystric,Siltic,Umbric,Dystric","Vitric,Vitric,Silandic,Sili,Umbric Andosol Hyperdystric,Siltic,Umbric,Dystric",1
